ID,CW,c1,ST_c1_Mean,ST_c1_SD,Obs_c1,c2,ST_c2_Mean,ST_c2_SD,Obs_c2,ST_Juhasz,Mandera_c1,Mandera_c2
1788,passageway,passage,4.129,1.857,31,way,3.031,2.016,32,5.85,0.529,0.653
1789,passbook,pass,3.156,1.851,32,book,3.867,1.592,30,NA,0.908,0.808
1790,passionflower,passion,3.387,1.838,31,flower,3.250,1.687,32,NA,0.785,0.570
1791,passkey,pass,3.781,1.736,32,key,3.871,1.877,31,NA,0.867,0.823
1792,Passover,pass,3.613,2.028,31,over,2.800,1.901,30,NA,NA,NA
1793,passport,pass,3.313,1.857,32,port,2.094,1.544,32,NA,0.809,0.831
1794,password,pass,3.548,1.929,31,word,3.813,1.803,32,NA,0.887,0.833
1795,pasteboard,paste,4.063,1.703,32,board,3.742,1.612,31,NA,0.814,0.898
1796,patchwork,patch,4.688,1.424,32,work,3.467,1.717,30,4.00,0.760,0.940
1797,pathway,path,5.438,1.759,32,way,4.767,1.716,30,5.33,0.548,0.806
1798,patrolman,patrol,4.000,1.915,31,man,3.906,1.962,32,6.14,0.506,0.585
1799,pawnshop,pawn,4.774,1.783,31,shop,5.133,1.613,30,5.54,0.663,0.591
1800,paycheck,pay,5.406,1.292,32,check,3.719,2.012,32,NA,0.603,0.700
1801,payday,pay,5.355,1.723,31,day,3.931,1.850,29,NA,0.708,0.712
1802,payload,pay,3.969,1.823,32,load,3.433,1.633,30,NA,1.032,0.619
1803,paymaster,pay,4.344,1.677,32,master,3.733,1.596,30,NA,0.897,0.906
1804,payoff,pay,4.375,1.913,32,off,2.438,1.503,32,NA,0.754,0.835
1805,payroll,pay,5.094,1.940,32,roll,2.828,1.513,29,NA,0.791,0.947
1806,peacetime,peace,5.387,1.647,31,time,3.613,1.783,31,5.87,0.792,0.803
1807,peacock,pea,2.250,1.626,32,cock,2.800,1.669,30,NA,0.911,0.749
1808,peafowl,pea,3.125,1.408,32,fowl,3.967,1.810,30,NA,0.777,0.659
1809,peanut,pea,2.719,1.611,32,nut,6.033,0.890,30,NA,0.765,0.541
1810,peasanthood,peasant,4.906,1.692,32,hood,2.567,1.675,30,NA,NA,NA
1811,peephole,peep,5.226,1.283,31,hole,4.677,1.939,31,5.71,0.720,0.757
1812,pegboard,peg,4.000,1.884,32,board,3.533,1.889,30,NA,0.671,0.871
1813,penknife,pen,3.313,1.891,32,knife,5.438,1.312,32,NA,0.637,0.408
1814,peppercorn,pepper,4.375,1.827,32,corn,3.290,1.716,31,NA,0.679,0.807
1815,peppermint,pepper,3.281,1.938,32,mint,5.677,1.245,31,3.53,0.758,0.645
1816,phonebooth,phone,5.156,1.743,32,booth,5.032,1.398,31,NA,NA,NA
1817,phonecall,phone,5.645,1.450,31,call,5.700,1.119,30,NA,NA,NA
1818,photoflash,photo,4.313,1.712,32,flash,4.767,1.569,30,NA,NA,NA
1819,phrasebook,phrase,5.033,1.474,30,book,4.710,1.616,31,NA,0.839,0.738
1820,pickaxe,pick,3.344,1.734,32,axe,3.563,2.078,32,NA,0.762,0.504
1821,pickoff,pick,3.710,1.811,31,off,3.969,2.302,32,NA,0.785,0.780
1822,pickpocket,pick,3.938,1.966,32,pocket,3.531,1.564,32,NA,0.761,0.613
1823,pickup,pick,4.531,1.778,32,up,3.233,1.851,30,NA,0.592,0.743
1824,piecemeal,piece,3.484,1.435,31,meal,3.552,1.723,29,2.93,0.904,0.981
1825,piecewise,piece,3.781,1.896,32,wise,2.833,1.877,30,NA,1.006,0.968
1826,piecework,piece,3.594,1.915,32,work,3.645,1.518,31,NA,0.815,0.541
1827,piecrust,pie,5.290,1.532,31,crust,4.667,1.561,30,NA,0.741,0.692
1828,pigeonhole,pigeon,3.516,1.730,31,hole,3.968,1.574,31,2.36,0.843,0.867
1829,pigpen,pig,4.063,2.109,32,pen,2.800,1.669,30,NA,0.744,0.860
1830,pigskin,pig,5.031,1.769,32,skin,4.833,1.392,30,NA,0.691,0.577
1831,pigsty,pig,4.781,2.106,32,sty,4.290,2.111,31,NA,0.590,0.640
1832,pigtail,pig,4.250,2.170,32,tail,4.333,1.788,30,NA,0.737,0.651
1833,pillbox,pill,4.581,2.078,31,box,4.600,1.192,30,6.07,0.859,0.875
1834,pillowcase,pillow,4.813,1.674,32,case,4.129,1.724,31,6.27,0.432,0.787
1835,pimplike,pimp,5.161,1.463,31,like,2.429,1.687,28,NA,NA,NA
1836,pinball,pin,3.313,1.874,32,ball,4.867,1.776,30,NA,0.867,0.649
1837,pincushion,pin,3.813,1.822,32,cushion,4.133,1.737,30,NA,0.731,0.803
1838,pineapple,pine,2.438,1.523,32,apple,2.700,1.932,30,NA,0.802,0.625
1839,pinewood,pine,5.355,1.305,31,wood,4.833,1.464,30,NA,0.772,0.746
1840,pingpong,ping,3.194,2.007,31,pong,2.871,1.784,31,NA,NA,NA
1841,pinhead,pin,4.656,1.734,32,head,3.033,1.712,30,NA,0.791,0.693
1842,pinpoint,pin,3.563,1.605,32,point,4.375,1.726,32,NA,0.819,0.839
1843,pinprick,pin,4.276,1.980,30,prick,4.031,1.875,32,NA,0.715,0.774
1844,pinstripe,pin,3.406,1.663,32,stripe,3.781,1.788,32,NA,0.845,0.663
1845,pinup,pin,3.313,1.839,32,up,3.400,1.831,30,NA,0.840,0.892
1846,pinwheel,pin,3.613,1.453,31,wheel,4.344,1.792,32,NA,0.755,0.819
1847,pipedream,pipe,2.935,1.731,31,dream,3.375,1.716,32,NA,0.871,0.729
1848,pipeline,pipe,4.625,1.755,32,line,3.333,1.647,30,5.73,0.709,0.805
1849,pipsqueak,pip,3.438,1.722,32,squeak,3.067,1.596,30,NA,0.740,0.640
1850,pitchfork,pitch,3.250,1.918,32,fork,3.500,1.911,32,4.21,0.862,0.768
1851,pitfall,pit,4.125,1.947,32,fall,4.433,1.591,30,4.27,0.801,0.808
1852,plainclothes,plain,4.065,1.632,31,clothes,4.219,2.018,32,NA,0.823,0.693
1853,planeload,plane,3.750,1.666,32,load,3.613,1.564,31,NA,0.611,0.749
1854,plasterboard,plaster,3.688,1.595,32,board,3.581,1.840,31,NA,0.627,0.837
1855,plastically,plastic,4.258,1.673,31,ally,1.903,1.375,31,NA,0.667,0.859
1856,playback,play,4.097,1.660,31,back,3.067,1.701,30,NA,0.738,0.897
1857,playbill,play,3.125,1.699,32,bill,3.484,1.716,31,NA,0.781,0.919
1858,playboy,play,4.129,1.875,31,boy,4.032,1.888,31,NA,0.748,0.686
1859,playfellow,play,3.781,2.151,32,fellow,3.200,1.424,30,NA,0.737,0.645
1860,playground,play,5.375,1.581,32,ground,3.933,1.617,30,NA,0.644,0.793
1861,playgroup,play,4.548,1.690,31,group,4.233,1.194,30,NA,0.792,0.863
1862,playhouse,play,5.000,1.545,32,house,4.531,1.457,32,NA,0.743,0.817
1863,playmate,play,5.129,1.544,31,mate,4.875,1.548,32,NA,0.734,0.852
1864,playoff,play,3.594,1.739,32,off,2.900,1.689,30,NA,0.704,0.866
1865,playpen,play,4.125,1.862,32,pen,2.867,1.655,30,NA,0.784,0.681
1866,playroom,play,5.452,1.480,31,room,5.167,1.533,30,NA,0.786,0.588
1867,playsuit,play,3.563,1.703,32,suit,4.067,1.741,30,NA,0.870,0.582
1868,plaything,play,5.065,1.569,31,thing,4.094,1.795,32,NA,0.835,0.683
1869,playtime,play,5.406,1.388,32,time,4.344,1.480,32,NA,0.592,0.705
1870,playwright,play,4.594,2.030,32,wright,2.700,1.579,30,NA,0.721,0.908
1871,ploughshare,plough,3.645,1.664,31,share,2.833,1.724,30,NA,0.675,0.875
1872,plugugly,plug,2.781,1.660,32,ugly,2.719,1.726,32,NA,NA,NA
1873,plywood,ply,3.906,1.594,32,wood,5.433,1.612,30,4.75,0.569,0.504
1874,pocketbook,pocket,4.344,1.753,32,book,4.719,1.532,32,4.20,0.653,0.615
1875,pocketknife,pocket,4.677,1.514,31,knife,4.375,1.922,32,6.14,0.612,0.588
1876,pockmark,pock,3.313,1.749,32,mark,3.645,1.582,31,NA,0.733,0.940
1877,pokerfaced,poker,4.677,1.887,31,faced,4.469,1.858,32,NA,NA,NA
1878,polecat,pole,2.938,1.458,32,cat,2.484,1.570,31,NA,0.870,0.604
1879,policeman,police,4.968,1.906,31,man,4.469,1.979,32,6.13,0.358,0.561
1880,policewoman,police,4.613,1.745,31,woman,4.188,1.868,32,NA,0.464,0.529
1881,ponytail,pony,3.531,2.000,32,tail,3.233,1.695,30,3.53,0.705,0.629
1882,poolroom,pool,4.226,1.499,31,room,3.581,1.385,31,NA,0.709,0.621
1883,poorhouse,poor,3.625,1.845,32,house,2.806,1.276,31,NA,0.626,0.706
1884,popcorn,pop,3.906,1.838,32,corn,4.688,1.922,32,5.79,0.673,0.597
1885,popgun,pop,3.375,1.809,32,gun,3.531,1.687,32,4.14,0.698,0.557
1886,poppycock,poppy,3.419,1.728,31,cock,3.781,2.221,32,1.60,0.946,0.776
1887,poppyseed,poppy,4.226,1.521,31,seed,3.656,1.726,32,NA,NA,NA
1888,porthole,port,3.323,1.681,31,hole,3.767,1.305,30,NA,0.648,0.743
1889,postbag,post,4.581,1.996,31,bag,3.871,1.477,31,NA,0.860,0.843
1890,postbox,post,4.719,1.591,32,box,3.833,1.510,30,NA,0.756,0.728
1891,postcard,post,5.226,1.668,31,card,5.167,1.440,30,NA,0.712,0.755
1892,postcode,post,4.548,1.981,31,code,4.375,1.546,32,NA,0.936,0.837
1893,postdate,post,3.677,1.777,31,date,3.656,2.187,32,NA,0.994,0.843
1894,postmark,post,3.656,1.789,32,mark,3.933,1.596,30,NA,0.659,0.828
1895,postmaster,post,4.031,2.163,32,master,3.531,1.747,32,NA,0.688,0.890
1896,postmen,post,3.903,2.039,31,men,4.500,1.786,32,NA,NA,NA
1897,potash,pot,3.281,1.922,32,ash,2.700,1.685,30,NA,0.851,0.854
1898,potbelly,pot,3.219,1.755,32,belly,5.233,1.431,30,NA,0.712,0.762
1899,pothead,pot,4.033,1.829,30,head,2.677,1.681,31,NA,0.710,0.827
1900,pothole,pot,3.031,1.616,32,hole,4.300,1.489,30,NA,0.730,0.666
1901,potluck,pot,3.688,1.822,32,luck,2.552,1.639,29,NA,0.723,0.852
1902,potshot,pot,3.839,1.635,31,shot,3.781,2.144,32,NA,0.731,0.737
1903,powerboat,power,4.452,1.567,31,boat,4.903,1.660,31,NA,0.891,0.603
1904,powerhouse,power,3.875,1.963,32,house,3.233,1.942,30,NA,0.716,0.941
1905,powerplants,power,4.226,1.961,31,plants,2.906,1.931,32,NA,NA,NA
1906,pressman,press,3.677,1.796,31,man,3.968,1.741,31,NA,0.857,0.807
1907,priesthood,priest,3.774,1.995,31,hood,2.688,1.657,32,4.27,0.472,0.991
1908,primrose,prim,3.387,1.542,31,rose,2.375,1.606,32,2.00,0.954,0.760
1909,printout,print,5.750,1.344,32,out,2.533,1.592,30,4.87,0.549,0.855
1910,prizefight,prize,3.710,1.865,31,fight,3.125,1.972,32,4.86,0.786,0.770
1911,proofread,proof,3.710,1.901,31,read,4.414,1.570,29,NA,0.876,0.549
1912,puffball,puff,3.500,1.760,32,ball,4.000,1.826,31,4.64,0.784,0.815
1913,pullback,pull,4.258,1.712,31,back,3.533,1.592,30,NA,0.731,0.759
1914,pullout,pull,3.938,1.759,32,out,3.656,1.774,32,NA,0.776,0.805
1915,pullover,pull,3.531,1.849,32,over,2.742,1.770,31,NA,0.747,0.810
1916,pureblood,pure,3.969,1.555,32,blood,4.500,1.737,30,NA,0.785,0.778
1917,purebred,pure,4.484,1.503,31,bred,4.031,1.798,32,5.43,0.876,0.482
1918,pushcart,push,4.375,1.879,32,cart,5.133,1.592,30,NA,0.922,0.759
1919,pushover,push,3.531,1.685,32,over,3.000,1.672,32,NA,0.735,0.780
1920,quarrelsome,quarrel,4.387,1.909,31,some,3.000,2.057,32,NA,0.545,0.747
1921,quarrymen,quarry,4.438,1.684,32,men,3.933,1.388,30,NA,NA,NA
1922,quarterback,quarter,3.677,1.641,31,back,2.813,1.983,32,1.67,0.812,0.745
1923,quarterfinal,quarter,3.387,1.542,31,final,3.000,1.839,32,NA,0.779,0.539
1924,quarterstaff,quarter,2.710,1.532,31,staff,3.469,1.689,32,NA,0.937,0.921
1925,quicksand,quick,3.281,1.853,32,sand,4.419,1.858,31,NA,0.686,0.634
1926,quicksilver,quick,3.161,1.635,31,silver,2.367,1.273,30,NA,0.886,0.848
1927,quickstep,quick,3.781,1.773,32,step,3.677,1.777,31,NA,0.727,0.741
1928,quizmaster,quiz,5.219,1.621,32,master,3.667,1.446,30,NA,0.424,0.904
1929,racecourse,race,5.375,1.454,32,course,3.806,1.778,31,NA,0.705,0.819
1930,racehorse,race,4.774,1.910,31,horse,5.200,1.270,30,NA,0.676,0.401
1931,racetrack,race,5.323,1.536,31,track,5.345,1.565,29,NA,0.537,0.639
1932,raceway,race,5.032,1.602,31,way,3.250,1.833,32,NA,0.581,0.838
1933,ragbag,rag,3.563,1.458,32,bag,3.333,1.398,30,NA,0.802,0.894
1934,ragtag,rag,3.438,1.645,32,tag,2.931,1.163,29,NA,0.812,0.893
1935,ragtime,rag,3.281,1.670,32,time,2.938,1.673,32,NA,0.749,0.798
1936,railhead,rail,3.563,1.950,32,head,3.200,1.349,30,NA,0.501,0.945
1937,railroad,rail,5.344,1.578,32,road,4.233,1.455,30,5.87,0.531,0.665
1938,railway,rail,5.677,1.249,31,way,3.333,1.539,30,4.36,0.395,0.885
1939,rainbow,rain,4.258,1.843,31,bow,2.433,1.775,30,NA,0.676,0.809
1940,raincoat,rain,5.094,1.890,32,coat,4.900,1.348,30,NA,0.635,0.452
1941,raindrop,rain,5.406,1.932,32,drop,3.969,1.692,32,NA,0.549,0.754
1942,rainfall,rain,5.938,1.343,32,fall,3.400,1.522,30,NA,0.437,0.875
1943,rainproof,rain,4.194,2.007,31,proof,3.100,1.971,30,NA,0.695,0.722
1944,rainstorm,rain,5.710,1.442,31,storm,5.581,1.303,31,NA,0.387,0.439
1945,rainwater,rain,5.531,1.367,32,water,5.133,1.383,30,NA,0.595,0.531
1946,ramrod,ram,2.903,1.720,31,rod,2.767,1.357,30,NA,0.774,0.797
1947,ransack,ran,2.516,1.435,31,sack,3.750,2.033,32,1.86,0.817,0.746
1948,rattail,rat,3.563,1.983,32,tail,3.161,1.715,31,4.85,0.840,0.833
1949,rattlesnake,rattle,4.194,1.740,31,snake,5.433,1.382,30,5.93,0.715,0.488
1950,rattletrap,rattle,3.161,1.594,31,trap,2.656,1.764,32,NA,0.843,0.825
1951,rawhide,raw,3.419,1.669,31,hide,3.533,1.655,30,4.00,0.807,0.823
1952,razorback,razor,3.516,1.458,31,back,2.688,1.854,32,2.79,0.974,0.939
1953,readership,reader,3.774,2.028,31,ship,3.188,2.002,32,NA,0.584,0.987
1954,readout,read,4.531,1.831,32,out,2.733,1.596,30,NA,0.975,0.898
1955,rearguard,rear,4.344,1.677,32,guard,3.742,1.731,31,NA,0.785,0.788
1956,rearmost,rear,4.188,1.839,32,most,2.867,1.737,30,NA,0.483,0.872
1957,redbirds,red,3.484,1.568,31,birds,2.938,2.056,32,NA,NA,NA
1958,redbreast,red,2.677,1.579,31,breast,3.233,1.331,30,NA,0.754,0.876
1959,redcoat,red,3.688,1.891,32,coat,4.710,1.865,31,NA,0.860,0.819
1960,redhead,red,4.581,1.728,31,head,3.200,1.495,30,NA,0.806,0.798
1961,redneck,red,3.000,1.633,31,neck,3.219,1.851,32,NA,0.738,0.830
1962,redskin,red,3.313,1.655,32,skin,4.367,1.903,30,NA,0.828,0.845
1963,redwood,red,3.500,1.934,32,wood,4.875,1.955,32,NA,0.938,0.680
1964,reindeer,rein,2.742,1.966,31,deer,4.387,1.706,31,NA,0.839,0.584
1965,resinlike,resin,3.938,2.015,32,like,2.355,1.330,31,NA,NA,NA
1966,rhinestone,rhine,3.719,1.764,32,stone,4.548,1.912,31,NA,NA,0.750
1967,ribcage,rib,5.594,1.521,32,cage,3.097,1.802,31,NA,0.591,0.722
1968,rightfield,right,3.323,1.620,31,field,3.594,2.063,32,NA,NA,NA
1969,ringleader,ring,3.452,1.767,31,leader,4.000,2.000,31,NA,0.819,0.683
1970,ringmaster,ring,3.839,1.715,31,master,4.200,1.627,30,NA,0.787,0.895
1971,ringside,ring,3.677,1.939,31,side,3.000,1.174,30,NA,0.725,0.845
1972,ringworm,ring,3.281,1.971,32,worm,4.567,1.906,30,NA,0.907,0.701
1973,ripcord,rip,3.161,1.551,31,cord,3.233,1.524,30,NA,0.838,0.660
1974,ripsaw,rip,3.500,1.867,32,saw,3.548,1.588,31,NA,0.844,0.730
1975,riverbank,river,5.448,1.478,29,bank,3.133,2.224,30,NA,0.527,0.849
1976,riverbed,river,5.281,1.529,32,bed,3.467,1.776,30,NA,0.468,0.808
1977,riverboat,river,4.906,1.532,32,boat,5.667,1.241,30,NA,0.648,0.641
1978,riverside,river,4.781,1.699,32,side,3.688,1.788,32,NA,0.594,0.851
1979,riverview,river,4.290,1.716,31,view,3.938,1.886,32,NA,NA,NA
1980,roadbed,road,3.563,1.664,32,bed,2.548,1.434,31,NA,0.832,0.776
1981,roadblock,road,4.129,1.727,31,block,4.806,1.662,31,NA,0.510,0.688
1982,roadbuilding,road,3.839,1.573,31,building,4.000,2.329,32,NA,NA,NA
1983,roadhouse,road,3.871,1.821,31,house,3.900,1.709,30,NA,0.707,0.782
1984,roadside,road,5.313,1.554,32,side,3.700,1.579,30,NA,0.608,0.879
1985,roadway,road,5.000,1.545,32,way,3.900,1.561,30,NA,0.511,0.746
1986,roadworthy,road,3.484,1.768,31,worthy,3.563,1.997,32,NA,0.714,0.820
1987,rockbound,rock,3.469,1.849,32,bound,2.750,1.662,32,NA,NA,NA
1988,rocklike,rock,4.903,1.491,31,like,2.419,1.478,31,NA,0.863,0.936
1989,roleplaying,role,4.226,1.746,31,playing,3.250,2.018,32,NA,0.819,NA
1990,rooftop,roof,5.438,1.625,32,top,4.633,1.608,30,6.27,0.587,0.772
1991,rooftree,roof,4.063,1.865,32,tree,3.633,1.866,30,NA,0.905,0.969
1992,roommate,room,4.844,1.762,32,mate,4.400,1.850,30,5.79,0.595,0.836
1993,ropewalk,rope,3.750,1.918,32,walk,3.800,1.919,30,NA,0.721,0.826
1994,rosebud,rose,5.129,1.688,31,bud,4.500,1.786,32,NA,0.681,0.720
1995,rosebush,rose,4.710,1.901,31,bush,4.333,1.493,30,NA,0.694,0.795
1996,roseleaf,rose,4.000,1.789,31,leaf,3.700,1.343,30,NA,NA,NA
1997,rosewater,rose,4.125,1.773,32,water,3.833,1.642,30,NA,0.730,0.678
1998,rosewood,rose,3.200,1.518,30,wood,4.688,1.692,32,NA,0.884,0.563
1999,roughcast,rough,3.375,1.641,32,cast,3.200,1.627,30,NA,0.851,0.851
2000,roughhouse,rough,3.516,1.691,31,house,3.344,1.777,32,NA,0.813,0.860
2001,roughneck,rough,3.406,1.720,32,neck,3.000,1.713,31,NA,0.805,0.970
2002,roughrider,rough,3.839,1.369,31,rider,3.313,2.061,32,NA,NA,NA
2003,roughshod,rough,3.433,1.716,31,shod,2.968,1.554,31,NA,0.838,0.679
2004,roundabout,round,4.813,1.768,32,about,3.031,1.720,32,NA,0.777,0.979
2005,roundhouse,round,3.387,1.909,31,house,3.633,1.921,30,NA,0.916,0.816
2006,roundup,round,3.438,1.795,32,up,2.935,1.806,31,NA,0.855,0.968
2007,rowboat,row,4.781,1.641,32,boat,4.969,1.632,32,NA,0.645,0.376
2008,rubberneck,rubber,3.774,1.477,31,neck,2.969,1.769,32,2.67,0.899,0.861
2009,rubdown,rub,3.625,1.792,32,down,3.156,1.606,32,4.50,0.751,0.757
2010,rulebook,rule,4.469,1.917,32,book,4.871,1.688,31,NA,0.692,0.764
2011,runabout,run,4.125,1.827,32,about,3.267,1.596,30,NA,0.867,0.851
2012,runaway,run,5.063,1.605,32,away,3.200,1.730,30,NA,0.637,0.724
2013,rundown,run,3.250,1.704,32,down,2.833,1.663,30,NA,0.847,0.868
2014,runoff,run,3.750,1.704,32,off,3.400,1.905,30,NA,0.919,1.051
2015,runway,run,4.323,1.851,31,way,3.633,2.092,30,NA,0.896,0.756
2016,rustproof,rust,3.813,2.177,32,proof,3.226,1.746,31,NA,0.713,0.852
2017,sackcloth,sack,4.226,1.839,31,cloth,4.267,1.799,30,NA,0.755,0.558
2018,saddlebag,saddle,4.161,1.655,31,bag,4.433,2.096,30,5.08,0.530,0.560
2019,safeguard,safe,5.188,1.575,32,guard,5.063,1.633,32,NA,0.746,0.734
2020,sagebrush,sage,3.094,1.711,32,brush,3.333,1.626,30,NA,0.784,0.816
2021,sailboat,sail,5.344,1.638,32,boat,5.333,1.269,30,NA,0.505,0.416
2022,sailcloth,sail,3.938,1.664,32,cloth,3.806,1.493,31,NA,0.713,0.560
2023,sailplane,sail,4.000,1.673,31,plane,3.467,1.408,30,NA,0.764,0.627
2024,sainthood,saint,4.774,2.012,31,hood,3.063,2.073,32,NA,0.582,0.923
2025,salesclerk,sales,5.226,1.334,31,clerk,3.875,2.061,32,NA,0.908,1.010
2026,salesgirl,sales,4.839,1.551,31,girl,4.594,1.804,32,NA,0.882,0.563
2027,saleslady,sales,5.032,1.516,31,lady,4.531,1.768,32,NA,0.829,0.603
2028,salesman,sales,5.032,1.224,31,man,4.250,1.857,32,NA,0.616,0.657
2029,salesroom,sales,4.677,1.579,31,room,4.406,1.836,32,NA,0.820,0.700
2030,saleswoman,sales,4.484,1.480,31,woman,4.313,2.039,32,NA,0.795,0.662
2031,saltbush,salt,3.406,1.847,32,bush,3.063,1.432,32,NA,0.844,0.786
2032,saltpan,salt,4.355,1.723,31,pan,3.531,2.063,32,NA,0.800,0.867
2033,saltwater,salt,4.438,1.917,32,water,4.967,1.732,30,NA,0.672,0.623
2034,sandalwood,sandal,3.094,1.634,32,wood,4.313,1.657,32,NA,0.784,0.730
2035,sandbag,sand,4.125,1.862,32,bag,4.067,1.649,30,NA,0.664,0.769
2036,sandbank,sand,3.938,1.795,32,bank,2.724,1.251,29,NA,0.682,0.881
2037,sandbar,sand,3.969,1.823,32,bar,3.194,1.680,31,NA,0.687,0.750
2038,sandblast,sand,4.129,1.803,31,blast,3.563,1.498,32,NA,0.710,0.757
2039,sandbox,sand,5.267,1.337,30,box,3.767,1.654,30,NA,0.800,0.930
2040,sandcastle,sand,5.000,1.653,31,castle,3.313,1.992,32,NA,0.561,0.783
2041,sandman,sand,3.844,1.780,32,man,3.742,1.983,31,NA,0.869,0.782
2042,sandpaper,sand,3.656,1.961,32,paper,4.903,1.248,31,NA,0.606,0.654
2043,sandpit,sand,4.719,1.727,32,pit,4.133,1.332,30,NA,0.677,0.735
2044,sandstone,sand,4.063,1.703,32,stone,4.375,1.411,32,NA,0.709,0.664
2045,sandstorm,sand,5.548,1.287,31,storm,4.613,1.687,31,NA,0.574,0.552
2046,saucepan,sauce,4.258,2.016,31,pan,5.200,1.562,30,5.57,0.554,0.539
2047,sawdust,saw,4.000,1.983,31,dust,4.133,1.332,30,NA,0.846,0.664
2048,sawhorse,saw,3.344,1.516,32,horse,3.156,1.746,32,NA,0.613,0.498
2049,sawmill,saw,3.781,1.845,32,mill,4.219,1.736,32,NA,0.786,0.578
2050,scandalmonger,scandal,4.281,1.670,32,monger,3.467,1.717,30,NA,0.989,1.032
2051,scarecrow,scare,4.063,1.664,32,crow,3.533,1.840,30,4.47,0.752,0.751
2052,scaremonger,scare,3.500,1.796,32,monger,3.000,1.770,31,NA,0.782,0.775
2053,scarface,scar,3.875,1.879,32,face,3.400,1.850,30,NA,NA,NA
2054,scatterbrain,scatter,3.719,1.800,32,brain,3.667,1.688,30,5.29,0.883,0.793
2055,scattergun,scatter,3.813,1.674,32,gun,4.069,1.731,29,NA,NA,NA
2056,scholarship,scholar,5.032,1.622,31,ship,3.188,2.002,32,NA,0.564,0.980
2057,schoolboy,school,5.219,1.718,32,boy,5.517,1.353,29,NA,0.643,0.583
2058,schoolfellow,school,4.313,1.874,32,fellow,3.867,1.655,30,NA,0.756,0.701
2059,schoolgirl,school,4.969,1.823,32,girl,5.621,1.237,29,NA,0.616,0.450
2060,schoolhouse,school,4.875,1.773,32,house,4.100,1.494,30,NA,0.709,0.639
2061,schoolmaster,school,4.969,1.858,32,master,3.967,1.586,30,NA,0.670,0.729
2062,schoolmate,school,4.742,1.770,31,mate,4.563,1.455,32,NA,0.627,0.724
2063,schoolmistress,school,4.781,1.773,32,mistress,2.833,1.984,30,NA,0.732,0.601
2064,schoolroom,school,4.968,1.941,31,room,4.700,1.291,30,NA,0.659,0.692
2065,schoolwork,school,5.156,1.725,32,work,5.129,1.455,31,NA,0.520,0.725
2066,scoreboard,score,4.867,2.129,30,board,4.688,1.447,32,NA,0.611,0.867
2067,scorebook,score,4.500,1.814,32,book,4.806,1.721,31,NA,0.587,0.897
2068,scorecard,score,5.161,1.485,31,card,4.688,1.726,32,NA,0.675,0.928
2069,scoutmaster,scout,4.567,1.832,30,master,3.531,1.647,32,5.47,0.477,0.888
2070,scrapbook,scrap,4.065,1.692,31,book,5.129,1.384,31,3.93,0.849,0.755
2071,scratchpad,scratch,3.688,1.731,32,pad,4.290,1.936,31,NA,NA,NA
2072,screenplay,screen,4.438,1.813,32,play,3.967,1.691,30,5.21,0.719,0.843
2073,screwball,screw,2.781,1.518,32,ball,3.129,1.769,31,NA,0.693,0.864
2074,scuffmark,scuff,3.742,1.570,31,mark,3.677,1.939,31,NA,NA,NA
2075,seabed,sea,5.226,1.477,31,bed,3.233,1.716,30,NA,0.543,0.895
2076,seabird,sea,3.806,1.740,31,bird,4.867,1.525,30,NA,0.657,0.647
2077,seaboard,sea,4.375,1.913,32,board,3.833,1.783,30,3.64,0.636,0.879
2078,seaborne,sea,4.844,1.439,32,borne,3.433,1.736,30,NA,0.647,0.960
2079,seacoast,sea,5.065,1.750,31,coast,5.031,1.581,32,6.08,0.571,0.561
2080,seafood,sea,5.516,1.458,31,food,5.517,1.090,29,6.14,0.639,0.560
2081,seafront,sea,4.226,1.802,31,front,3.933,1.596,30,5.20,0.650,0.841
2082,seagull,sea,3.719,1.818,32,gull,3.483,2.355,29,NA,0.693,0.665
2083,seahorse,sea,4.500,1.901,32,horse,2.533,1.697,30,NA,0.695,0.883
2084,sealskin,seal,3.563,1.883,32,skin,3.677,1.851,31,5.08,0.724,0.720
2085,seaman,sea,4.129,1.727,31,man,2.594,1.749,32,5.54,0.734,0.707
2086,seaplane,sea,3.531,1.934,32,plane,4.613,1.927,31,4.40,0.719,0.501
2087,seaport,sea,4.469,1.900,32,port,4.903,1.578,31,5.64,0.640,0.515
2088,seaquake,sea,4.581,1.628,31,quake,4.387,1.978,31,NA,0.841,0.837
2089,searchlight,search,4.129,1.565,31,light,4.258,1.861,31,NA,0.933,0.667
2090,seashore,sea,5.219,1.896,32,shore,5.375,1.701,32,6.50,0.590,0.565
2091,seasick,sea,4.500,1.967,32,sick,4.759,1.327,29,5.87,0.545,0.613
2092,seaside,sea,5.806,1.276,31,side,3.161,1.635,31,6.27,0.646,0.987
2093,seawall,sea,4.094,1.957,32,wall,3.710,2.036,31,NA,0.626,0.811
2094,seawater,sea,5.469,1.831,32,water,5.167,1.341,30,6.67,0.532,0.483
2095,seaway,sea,3.774,2.012,31,way,3.406,2.158,32,NA,0.623,0.868
2096,seaweed,sea,4.633,1.956,30,weed,3.733,1.760,30,5.77,0.568,0.693
2097,seaworthy,sea,3.194,1.833,31,worthy,2.969,2.048,32,NA,0.575,0.815
2098,secondhand,second,4.094,2.053,32,hand,2.438,1.480,32,NA,1.003,0.957
2099,seedbed,seed,3.313,1.712,32,bed,3.452,1.796,31,NA,0.627,0.836
